 100
 80 120 
 27 38 100 
 27 40 95 
 27 43 104 
 27 49 100 
 27 52 96 
 27 59 101 
 27 71 105 
 28 45 99 
 28 48 92 
 28 51 105 
 28 58 97 
 28 63 96 
 28 66 96 
 28 77 97 
 29 30 107 
 29 35 92 
 29 48 93 
 29 51 95 
 29 60 107 
 29 72 98 
 29 74 104 
 29 75 99 
 30 31 100 
 30 33 101 
 30 42 94 
 30 48 104 
 30 55 101 
 30 62 103 
 30 75 93 
 30 78 105 
 31 36 103 
 31 37 97 
 31 42 98 
 31 62 95 
 31 63 92 
 31 64 105 
 31 67 94 
 31 72 93 
 31 73 104 
 31 74 96 
 32 34 105 
 32 39 98 
 32 48 99 
 32 60 100 
 32 69 103 
 32 74 90 
 33 34 99 
 33 38 110 
 33 40 98 
 33 43 103 
 33 50 103 
 33 51 104 
 33 54 95 
 33 63 97 
 33 66 98 
 33 67 93 
 33 77 100 
 34 40 104 
 34 44 102 
 34 46 93 
 34 49 95 
 34 52 101 
 34 53 96 
 34 55 96 
 34 57 102 
 34 67 95 
 34 68 93 
 34 70 101 
 34 76 103 
 35 36 102 
 35 39 105 
 35 41 96 
 35 42 109 
 35 44 99 
 35 48 100 
 35 53 99 
 35 56 97 
 35 59 99 
 35 60 99 
 35 61 96 
 35 63 95 
 35 78 93 
 36 37 96 
 36 45 94 
 36 50 96 
 36 59 95 
 36 65 94 
 36 76 96 
 37 39 99 
 37 44 97 
 37 56 100 
 37 60 101 
 37 61 103 
 37 62 93 
 37 68 103 
 37 73 93 
 37 74 100 
 37 78 100 
 38 41 107 
 38 43 102 
 38 54 103 
 38 56 95 
 38 61 99 
 38 65 100 
 38 73 98 
 39 44 103 
 39 51 100 
 39 59 98 
 39 61 101 
 39 72 90 
 39 76 105 
 40 42 103 
 40 45 103 
 40 47 106 
 40 50 90 
 40 63 93 
 40 68 99 
 40 69 97 
 40 72 108 
 40 75 109 
 40 76 98 
 40 77 102 
 41 43 96 
 41 50 103 
 41 51 99 
 41 59 99 
 41 70 104 
 41 72 106 
 41 77 103 
 41 78 101 
 42 43 108 
 42 47 106 
 42 48 99 
 42 49 101 
 42 51 95 
 42 59 103 
 42 61 93 
 42 62 99 
 42 69 107 
 42 76 102 
 42 80 100 
 43 46 97 
 43 51 107 
 43 54 99 
 43 59 104 
 43 60 106 
 43 61 95 
 43 66 105 
 43 70 100 
 43 74 109 
 44 49 92 
 44 52 97 
 44 68 98 
 44 74 100 
 44 75 96 
 44 80 99 
 45 66 96 
 45 68 100 
 45 71 110 
 46 48 99 
 46 50 98 
 46 54 95 
 46 56 97 
 46 60 107 
 46 63 93 
 46 65 94 
 46 72 97 
 46 73 96 
 46 74 98 
 47 50 106 
 47 54 100 
 47 56 92 
 47 57 99 
 47 66 94 
 47 69 103 
 47 75 95 
 47 78 102 
 48 52 109 
 48 54 103 
 48 56 97 
 48 57 101 
 48 58 100 
 48 60 100 
 48 62 97 
 48 64 90 
 48 65 96 
 48 67 99 
 48 72 99 
 49 53 99 
 49 64 95 
 49 66 102 
 49 69 108 
 49 72 97 
 49 73 100 
 49 74 101 
 49 78 99 
 50 52 96 
 50 55 93 
 50 58 91 
 50 65 98 
 50 71 105 
 51 55 100 
 51 57 99 
 51 61 111 
 51 64 108 
 51 67 101 
 51 69 92 
 51 70 98 
 51 72 106 
 51 75 107 
 52 66 111 
 52 69 93 
 52 74 93 
 52 76 99 
 53 55 100 
 53 59 107 
 53 60 94 
 53 65 94 
 53 68 94 
 53 77 92 
 54 67 108 
 54 73 102 
 54 78 97 
 54 80 100 
 55 58 103 
 55 59 99 
 55 61 94 
 55 73 88 
 56 60 109 
 56 62 86 
 56 65 89 
 56 68 103 
 57 60 98 
 57 69 100 
 57 75 100 
 57 77 97 
 57 79 102 
 58 64 93 
 58 66 102 
 58 67 107 
 58 80 88 
 59 61 95 
 59 67 97 
 59 76 101 
 60 61 100 
 60 64 95 
 60 65 102 
 60 66 92 
 60 71 91 
 60 75 94 
 60 77 96 
 60 79 98 
 61 66 97 
 61 68 104 
 62 64 96 
 62 66 105 
 62 72 100 
 62 75 97 
 62 78 104 
 63 76 104 
 63 79 103 
 64 66 99 
 64 69 96 
 64 75 95 
 65 67 105 
 65 71 100 
 65 74 97 
 65 78 102 
 66 77 102 
 66 79 102 
 67 68 98 
 70 76 102 
 70 77 103 
 71 72 99 
 71 76 99 
 71 77 96 
 71 78 91 
 73 74 101 
 73 76 99 
 73 79 100 
 73 80 103 
 75 80 94 
 76 77 99 
 76 80 92 
 77 78 101 
 79 80 95 
 20 
 1 2 3 4 5 6 
 7 8 9 10 11 12 
 13 14 15 16 17 18 
 19 20 
 80 632 
 1 6 301 
 1 8 298 
 1 11 304 
 1 12 299 
 1 14 300 
 1 15 300 
 1 27 204 
 1 28 205 
 1 35 195 
 1 43 197 
 1 46 204 
 1 47 191 
 1 54 197 
 1 61 215 
 1 65 200 
 1 67 199 
 1 69 205 
 1 70 204 
 1 73 198 
 1 76 200 
 1 79 209 
 2 37 200 
 2 39 196 
 2 41 195 
 2 42 203 
 2 45 202 
 2 49 206 
 2 50 195 
 2 52 200 
 2 54 202 
 2 58 199 
 2 63 202 
 2 71 205 
 2 79 206 
 2 80 206 
 3 15 308 
 3 16 300 
 3 22 200 
 3 32 197 
 3 34 201 
 3 35 194 
 3 47 202 
 4 5 302 
 4 12 289 
 4 15 296 
 4 27 205 
 4 29 199 
 4 30 206 
 4 32 200 
 4 33 212 
 4 47 208 
 4 50 206 
 4 52 194 
 4 53 205 
 4 54 203 
 4 64 200 
 4 66 206 
 4 70 206 
 4 71 202 
 4 74 194 
 4 76 197 
 4 78 197 
 5 11 301 
 5 15 291 
 5 26 202 
 5 30 198 
 5 32 195 
 5 34 208 
 5 43 204 
 5 52 204 
 5 54 200 
 5 58 203 
 5 59 197 
 5 63 196 
 5 70 202 
 5 72 202 
 5 79 200 
 6 10 301 
 6 16 295 
 6 18 306 
 6 28 197 
 6 36 201 
 6 55 193 
 6 62 198 
 6 65 192 
 6 68 195 
 6 74 214 
 6 77 188 
 6 78 201 
 6 80 191 
 7 11 301 
 7 12 304 
 7 26 200 
 7 33 202 
 7 50 200 
 7 53 205 
 7 62 196 
 7 64 201 
 7 75 211 
 7 80 200 
 8 9 299 
 8 13 300 
 8 19 295 
 8 21 200 
 8 27 198 
 8 31 203 
 8 35 204 
 8 38 196 
 8 52 199 
 8 54 203 
 8 60 192 
 8 61 205 
 8 63 198 
 8 68 200 
 8 72 207 
 9 16 296 
 9 35 194 
 9 43 201 
 9 47 199 
 9 60 206 
 9 67 192 
 9 70 191 
 10 35 195 
 10 36 193 
 10 46 206 
 10 51 197 
 10 54 202 
 10 57 197 
 10 63 202 
 10 64 196 
 10 67 193 
 10 76 200 
 10 79 189 
 10 80 204 
 11 16 298 
 11 22 204 
 11 29 196 
 11 33 192 
 11 36 200 
 11 52 196 
 11 59 198 
 11 61 208 
 11 63 203 
 11 64 201 
 11 70 198 
 11 74 198 
 11 77 200 
 12 15 300 
 12 16 304 
 12 18 304 
 12 40 202 
 12 42 196 
 12 45 208 
 12 47 194 
 12 48 200 
 12 52 202 
 12 55 200 
 12 56 201 
 12 57 208 
 12 59 197 
 12 68 200 
 12 74 208 
 13 14 304 
 13 17 301 
 13 20 307 
 13 23 196 
 13 36 194 
 13 44 205 
 13 49 197 
 13 52 203 
 13 58 211 
 13 61 197 
 13 62 197 
 13 63 202 
 13 65 199 
 13 66 194 
 13 77 201 
 13 80 195 
 14 17 304 
 14 18 300 
 14 21 201 
 14 27 193 
 14 28 203 
 14 38 199 
 14 39 203 
 14 42 197 
 14 44 202 
 14 49 198 
 14 51 210 
 14 56 200 
 14 71 192 
 14 79 200 
 15 18 303 
 15 20 295 
 15 23 207 
 15 28 204 
 15 34 199 
 15 40 202 
 15 42 199 
 15 47 204 
 15 49 194 
 15 55 196 
 15 56 190 
 15 57 202 
 15 59 193 
 15 63 208 
 15 65 209 
 15 66 200 
 15 71 196 
 15 73 200 
 15 75 199 
 15 76 207 
 16 18 300 
 16 21 193 
 16 26 203 
 16 38 196 
 16 45 193 
 16 47 202 
 16 50 201 
 16 51 202 
 16 52 197 
 16 53 200 
 16 54 193 
 16 67 192 
 16 70 215 
 17 20 294 
 17 22 189 
 17 23 201 
 17 24 204 
 17 39 200 
 17 40 199 
 17 42 200 
 17 47 196 
 17 49 200 
 17 51 199 
 17 59 201 
 17 62 207 
 17 63 197 
 17 72 191 
 17 75 200 
 17 77 198 
 17 78 204 
 18 20 290 
 18 26 200 
 18 27 204 
 18 35 202 
 18 36 209 
 18 52 207 
 18 57 193 
 18 58 199 
 18 61 214 
 18 64 207 
 18 66 201 
 18 68 206 
 18 72 202 
 18 77 199 
 19 24 202 
 19 27 206 
 19 31 193 
 19 33 205 
 19 41 201 
 19 49 189 
 19 56 200 
 19 61 198 
 19 63 189 
 19 67 195 
 19 70 202 
 19 75 208 
 20 25 205 
 20 37 199 
 20 43 201 
 20 44 201 
 20 45 194 
 20 46 200 
 20 47 193 
 20 52 199 
 20 59 199 
 20 70 200 
 20 73 206 
 20 74 192 
 20 77 203 
 20 78 191 
 20 79 192 
 21 22 96 
 21 24 98 
 21 26 104 
 21 47 101 
 21 49 109 
 21 58 105 
 21 61 100 
 21 70 100 
 21 72 98 
 21 74 103 
 21 75 100 
 21 77 110 
 22 23 96 
 22 25 91 
 22 31 97 
 22 35 102 
 22 45 93 
 22 46 106 
 22 47 102 
 22 49 105 
 22 65 106 
 22 70 103 
 22 72 102 
 22 74 101 
 22 77 99 
 23 24 102 
 23 30 94 
 23 34 103 
 23 41 98 
 23 44 98 
 23 46 99 
 23 48 86 
 23 50 96 
 23 53 97 
 23 56 99 
 23 60 97 
 23 64 99 
 23 67 97 
 23 79 101 
 24 26 97 
 24 44 92 
 24 46 96 
 24 55 103 
 24 68 97 
 24 76 100 
 25 37 108 
 25 47 108 
 25 57 96 
 25 65 108 
 25 69 94 
 26 27 98 
 26 37 99 
 26 40 95 
 26 42 105 
 26 51 96 
 26 58 93 
 26 68 99 
 26 76 99 
 26 80 102 
 27 33 99 
 27 36 97 
 27 41 96 
 27 48 98 
 27 49 97 
 27 54 100 
 27 62 100 
 27 68 110 
 28 31 94 
 28 32 98 
 28 40 98 
 28 42 96 
 28 50 106 
 28 52 109 
 28 58 97 
 28 63 98 
 28 66 99 
 28 68 102 
 28 77 92 
 29 38 98 
 29 44 90 
 29 46 109 
 29 49 97 
 29 51 103 
 29 57 105 
 29 60 95 
 29 69 97 
 29 70 100 
 29 71 93 
 29 72 96 
 29 73 107 
 30 31 98 
 30 32 107 
 30 33 97 
 30 42 94 
 30 45 91 
 30 49 95 
 30 58 99 
 30 59 106 
 30 64 94 
 30 70 97 
 30 79 98 
 31 37 96 
 31 40 107 
 31 45 104 
 31 47 96 
 31 53 95 
 31 55 97 
 31 56 109 
 31 58 101 
 31 64 102 
 31 70 103 
 31 71 94 
 31 74 104 
 31 76 97 
 32 41 108 
 32 45 97 
 32 47 106 
 32 48 95 
 32 55 98 
 32 56 107 
 32 74 99 
 33 41 97 
 33 43 110 
 33 46 112 
 33 47 93 
 33 58 98 
 33 60 104 
 33 76 100 
 33 79 100 
 34 38 101 
 34 42 96 
 34 45 103 
 34 49 106 
 34 57 92 
 34 60 99 
 34 61 90 
 34 76 89 
 34 77 102 
 34 80 92 
 35 37 102 
 35 42 97 
 35 57 99 
 35 60 101 
 35 64 98 
 35 67 96 
 35 73 99 
 35 79 100 
 36 37 108 
 36 38 95 
 36 42 106 
 36 46 92 
 36 48 95 
 36 49 110 
 36 53 99 
 36 58 98 
 36 59 109 
 36 61 99 
 36 68 105 
 36 69 96 
 36 71 102 
 37 44 94 
 37 46 103 
 37 48 98 
 37 50 104 
 37 51 97 
 37 52 98 
 37 53 102 
 37 59 93 
 37 60 93 
 37 69 99 
 38 45 99 
 38 49 109 
 38 74 98 
 38 77 104 
 39 44 101 
 39 47 99 
 39 48 90 
 39 49 98 
 39 53 94 
 39 54 93 
 39 55 89 
 39 60 95 
 39 62 108 
 39 73 101 
 39 74 98 
 40 61 105 
 40 67 98 
 40 79 100 
 40 80 95 
 41 48 102 
 41 49 95 
 41 58 96 
 41 62 90 
 41 68 102 
 41 71 99 
 41 72 105 
 41 79 97 
 41 80 100 
 42 45 105 
 42 47 102 
 42 48 103 
 42 54 98 
 42 56 99 
 42 57 104 
 42 70 101 
 42 74 102 
 42 78 100 
 43 47 98 
 43 51 98 
 43 55 103 
 43 59 101 
 43 60 105 
 43 62 90 
 43 65 99 
 43 66 106 
 44 50 98 
 44 51 99 
 44 52 104 
 44 53 102 
 44 54 105 
 44 56 97 
 44 70 91 
 45 51 101 
 45 69 95 
 45 70 95 
 45 74 100 
 45 77 102 
 46 59 92 
 46 71 98 
 46 78 99 
 46 79 100 
 47 49 103 
 47 52 94 
 47 60 107 
 47 63 91 
 47 64 104 
 47 65 94 
 47 66 103 
 47 67 94 
 47 69 100 
 47 78 95 
 48 52 98 
 48 54 99 
 48 59 100 
 48 64 104 
 48 65 100 
 48 74 95 
 48 78 96 
 48 79 104 
 49 54 99 
 49 55 91 
 49 59 96 
 49 62 95 
 49 64 100 
 49 72 102 
 49 74 92 
 50 55 96 
 50 59 96 
 50 63 98 
 50 65 108 
 50 70 102 
 50 74 90 
 50 78 107 
 51 68 103 
 51 69 106 
 51 77 97 
 52 60 101 
 52 62 90 
 52 68 107 
 52 70 94 
 52 79 92 
 52 80 96 
 53 55 98 
 53 58 95 
 53 65 95 
 53 69 102 
 53 73 105 
 53 76 99 
 53 77 100 
 54 57 97 
 54 59 99 
 54 67 96 
 54 71 97 
 54 74 99 
 54 77 102 
 54 80 105 
 55 64 99 
 55 67 104 
 55 70 95 
 55 71 103 
 55 73 100 
 56 60 102 
 56 62 93 
 56 66 107 
 56 75 95 
 56 76 88 
 56 78 99 
 57 59 94 
 57 63 102 
 57 79 104 
 58 67 98 
 59 63 95 
 59 75 104 
 59 77 91 
 59 80 96 
 60 61 104 
 60 62 102 
 60 63 94 
 61 63 101 
 61 65 97 
 61 70 98 
 61 79 100 
 62 63 107 
 62 70 101 
 62 75 98 
 63 65 105 
 63 69 95 
 63 72 92 
 63 76 87 
 63 79 102 
 64 70 102 
 64 73 104 
 65 68 92 
 65 69 105 
 65 73 97 
 65 75 102 
 65 77 102 
 65 80 105 
 66 67 97 
 66 69 98 
 66 73 95 
 66 76 108 
 67 68 101 
 67 74 101 
 67 78 102 
 68 72 104 
 68 75 99 
 69 72 102 
 70 71 96 
 70 78 101 
 70 79 92 
 71 72 105 
 72 73 101 
 72 74 97 
 72 80 99 
 73 74 114 
 75 78 107 
 76 80 94 
 77 78 106 
 20 
 1 2 3 4 5 6 
 7 8 9 10 11 12 
 13 14 15 16 17 18 
 19 20 
 80 160 
 1 6 293 
 1 15 298 
 1 31 198 
 1 58 201 
 2 45 197 
 2 57 196 
 2 76 205 
 3 40 202 
 3 46 203 
 3 77 199 
 4 8 299 
 4 12 303 
 4 61 194 
 4 77 192 
 5 17 304 
 5 34 206 
 5 49 190 
 6 17 295 
 6 21 202 
 6 49 201 
 7 14 297 
 7 21 195 
 7 27 193 
 7 42 195 
 7 69 193 
 8 10 298 
 8 30 205 
 8 38 205 
 8 43 197 
 8 44 200 
 8 46 199 
 9 33 197 
 9 36 204 
 9 48 200 
 10 27 203 
 10 36 206 
 10 47 203 
 10 50 199 
 10 60 206 
 11 15 302 
 11 29 195 
 11 31 205 
 11 33 195 
 11 64 210 
 12 34 207 
 12 63 204 
 13 21 202 
 13 71 200 
 14 35 208 
 14 59 200 
 15 18 293 
 15 23 202 
 15 34 205 
 15 49 192 
 15 69 198 
 16 33 198 
 16 44 206 
 16 62 188 
 17 55 202 
 17 69 205 
 18 26 197 
 18 29 190 
 19 30 214 
 19 31 186 
 19 36 199 
 19 39 197 
 19 58 194 
 19 71 201 
 20 46 198 
 20 49 195 
 20 59 195 
 20 61 195 
 21 26 111 
 21 52 94 
 21 59 105 
 22 34 108 
 23 36 109 
 24 26 100 
 24 31 100 
 24 40 97 
 25 35 93 
 25 48 111 
 25 64 96 
 26 29 98 
 26 55 97 
 26 70 94 
 26 76 105 
 27 58 100 
 28 40 102 
 28 41 100 
 28 57 101 
 28 68 103 
 28 77 99 
 29 41 103 
 29 46 103 
 29 71 93 
 30 66 96 
 30 72 102 
 30 73 94 
 30 79 95 
 31 35 107 
 31 38 98 
 31 45 97 
 31 55 100 
 31 68 111 
 31 69 92 
 31 70 98 
 32 50 98 
 33 35 106 
 33 55 96 
 33 63 98 
 33 67 98 
 33 77 97 
 34 50 93 
 34 57 108 
 34 77 90 
 34 78 90 
 35 59 91 
 36 75 95 
 36 77 102 
 37 39 98 
 37 71 93 
 41 47 103 
 42 60 95 
 44 45 101 
 44 53 95 
 44 80 96 
 45 67 94 
 46 80 96 
 48 54 93 
 48 61 103 
 49 64 107 
 50 52 105 
 51 55 102 
 51 57 104 
 53 55 91 
 53 58 108 
 53 73 105 
 54 63 101 
 55 74 103 
 56 60 98 
 56 63 101 
 56 72 96 
 56 77 101 
 57 75 98 
 57 77 95 
 57 79 100 
 59 75 105 
 61 75 108 
 62 68 100 
 62 71 96 
 64 72 107 
 65 68 94 
 65 76 102 
 66 79 100 
 67 71 98 
 72 75 92 
 74 78 100 
 74 79 94 
 75 77 100 
 20 
 1 2 3 4 5 6 
 7 8 9 10 11 12 
 13 14 15 16 17 18 
 19 20 
 80 160 
 1 17 302 
 1 34 200 
 1 45 204 
 1 49 194 
 1 50 206 
 1 57 207 
 2 43 209 
 2 70 198 
 3 23 194 
 3 30 205 
 3 56 206 
 3 64 200 
 4 8 299 
 4 12 304 
 4 20 300 
 4 21 198 
 4 52 198 
 5 27 187 
 5 28 202 
 5 75 196 
 6 13 292 
 6 26 204 
 6 44 201 
 7 20 294 
 7 22 206 
 7 58 193 
 7 67 202 
 8 15 296 
 8 44 198 
 9 18 309 
 9 25 197 
 9 29 202 
 9 48 197 
 10 46 197 
 10 57 198 
 10 70 208 
 11 22 203 
 11 50 203 
 11 63 209 
 11 69 205 
 11 70 198 
 11 75 203 
 11 79 205 
 12 17 292 
 12 49 197 
 12 62 202 
 13 48 202 
 13 65 196 
 14 26 200 
 14 51 206 
 14 63 195 
 15 23 204 
 15 42 206 
 15 65 204 
 16 21 205 
 16 31 195 
 16 50 202 
 16 53 202 
 16 56 199 
 16 63 198 
 17 26 196 
 17 42 204 
 17 61 194 
 17 64 194 
 17 73 197 
 18 36 197 
 18 68 191 
 18 78 194 
 19 62 199 
 19 75 202 
 19 76 203 
 20 38 204 
 20 40 201 
 20 71 205 
 20 72 197 
 21 34 101 
 21 54 98 
 21 79 102 
 22 33 105 
 23 35 102 
 23 53 100 
 23 64 97 
 23 69 101 
 23 77 104 
 24 25 98 
 24 50 96 
 24 54 93 
 25 42 94 
 27 37 98 
 27 39 98 
 27 68 93 
 28 48 99 
 28 52 97 
 28 74 109 
 29 58 99 
 29 80 99 
 30 75 102 
 31 33 94 
 31 52 99 
 31 56 96 
 31 59 96 
 31 60 99 
 31 77 98 
 32 59 99 
 32 65 100 
 33 45 102 
 33 47 98 
 33 49 99 
 33 76 99 
 33 77 102 
 34 52 98 
 34 57 97 
 34 71 97 
 35 59 95 
 36 71 102 
 36 80 100 
 37 68 98 
 39 46 101 
 39 77 96 
 39 79 92 
 41 44 104 
 41 58 103 
 41 64 106 
 42 49 99 
 42 70 100 
 42 71 96 
 42 80 103 
 43 57 98 
 43 68 108 
 43 80 97 
 44 46 94 
 44 50 103 
 44 59 98 
 44 64 99 
 49 65 96 
 49 66 99 
 50 55 104 
 50 62 100 
 51 68 95 
 53 54 108 
 53 58 92 
 53 68 99 
 54 58 98 
 56 64 101 
 57 74 98 
 58 60 98 
 58 77 100 
 60 68 105 
 60 74 97 
 61 73 107 
 61 74 96 
 61 78 104 
 61 80 106 
 63 70 98 
 63 75 105 
 63 77 98 
 65 71 100 
 69 73 92 
 74 76 106 
 75 77 95 
 20 
 1 2 3 4 5 6 
 7 8 9 10 11 12 
 13 14 15 16 17 18 
 19 20 
 80 160 
 1 11 301 
 1 33 191 
 1 39 203 
 1 46 211 
 1 51 201 
 1 58 193 
 1 60 200 
 1 62 194 
 1 67 210 
 1 70 201 
 1 77 200 
 1 78 203 
 2 49 204 
 2 52 205 
 3 9 294 
 3 11 297 
 3 60 199 
 4 14 301 
 4 15 300 
 4 47 201 
 4 52 199 
 4 73 200 
 5 17 301 
 5 24 214 
 5 26 204 
 5 28 201 
 5 29 191 
 5 42 202 
 6 31 199 
 7 28 201 
 7 38 208 
 7 60 197 
 7 64 193 
 8 62 198 
 8 66 201 
 9 34 199 
 9 35 202 
 10 34 197 
 10 42 202 
 10 59 207 
 11 24 206 
 11 27 206 
 11 48 193 
 11 59 183 
 11 64 208 
 11 67 198 
 11 79 200 
 12 42 198 
 12 77 197 
 13 28 200 
 13 33 207 
 13 34 196 
 13 36 203 
 13 41 203 
 13 49 191 
 13 78 188 
 14 32 201 
 14 47 198 
 14 61 207 
 14 64 199 
 14 68 191 
 14 69 196 
 15 41 198 
 15 74 197 
 16 29 202 
 17 23 199 
 17 43 199 
 17 52 197 
 17 79 198 
 18 25 196 
 18 44 205 
 19 47 195 
 19 72 202 
 20 28 195 
 20 50 194 
 20 71 199 
 21 35 98 
 21 64 96 
 22 27 100 
 22 31 98 
 22 41 103 
 22 55 95 
 22 70 103 
 23 30 103 
 23 38 98 
 23 40 102 
 23 44 105 
 23 48 101 
 23 57 105 
 24 59 100 
 25 44 99 
 25 45 99 
 25 54 98 
 25 57 104 
 25 65 98 
 25 68 97 
 25 77 106 
 26 60 101 
 27 36 99 
 27 45 100 
 27 58 96 
 27 61 107 
 27 66 96 
 28 34 101 
 28 36 102 
 28 39 97 
 30 62 96 
 30 73 97 
 31 42 99 
 31 46 106 
 31 64 107 
 32 72 104 
 34 72 91 
 35 44 105 
 35 51 99 
 35 62 98 
 36 50 96 
 37 41 98 
 37 55 100 
 38 47 104 
 38 55 104 
 39 55 100 
 39 56 94 
 39 72 103 
 40 62 100 
 41 52 93 
 41 61 102 
 41 79 100 
 42 53 99 
 42 58 96 
 42 76 101 
 43 46 101 
 44 49 97 
 45 63 102 
 45 68 96 
 46 60 98 
 49 64 105 
 50 62 102 
 50 68 105 
 51 79 103 
 52 53 103 
 52 57 100 
 52 73 104 
 52 77 99 
 54 66 94 
 56 68 95 
 56 79 92 
 58 68 98 
 60 80 94 
 61 68 105 
 62 71 94 
 63 79 95 
 64 73 98 
 64 75 102 
 65 68 104 
 66 69 91 
 66 71 109 
 68 79 102 
 69 77 93 
 69 78 95 
 20 
 1 2 3 4 5 6 
 7 8 9 10 11 12 
 13 14 15 16 17 18 
 19 20 
 80 160 
 1 8 304 
 1 35 202 
 1 45 214 
 1 69 199 
 1 72 205 
 1 75 193 
 1 77 197 
 2 17 296 
 2 28 197 
 3 30 191 
 3 60 205 
 3 70 203 
 4 26 200 
 4 29 203 
 4 53 206 
 4 71 208 
 5 68 207 
 6 16 301 
 6 30 208 
 6 42 195 
 6 50 202 
 6 62 201 
 6 66 198 
 6 78 198 
 7 10 307 
 7 18 297 
 7 21 200 
 7 59 197 
 8 34 203 
 8 64 203 
 9 32 206 
 9 41 206 
 9 49 200 
 9 80 197 
 10 17 301 
 10 75 208 
 11 20 295 
 11 37 204 
 12 37 205 
 12 49 201 
 12 77 195 
 13 14 300 
 13 39 195 
 13 43 205 
 13 53 199 
 13 73 201 
 14 45 197 
 14 47 193 
 14 73 209 
 15 50 202 
 15 53 214 
 16 21 203 
 16 28 203 
 16 32 195 
 16 40 201 
 16 45 195 
 16 54 198 
 17 72 197 
 18 19 295 
 18 51 202 
 18 60 206 
 18 64 202 
 19 23 191 
 19 46 191 
 19 76 194 
 19 77 195 
 20 27 202 
 20 31 197 
 20 41 203 
 20 52 198 
 20 55 205 
 20 80 199 
 21 56 102 
 22 27 103 
 22 34 95 
 24 38 94 
 24 40 104 
 24 45 100 
 24 52 95 
 24 55 105 
 25 28 100 
 25 40 100 
 25 61 106 
 25 66 93 
 25 75 106 
 26 34 98 
 26 36 98 
 26 44 102 
 26 54 101 
 26 73 100 
 27 53 97 
 28 63 103 
 29 44 96 
 29 45 106 
 29 64 95 
 29 71 99 
 30 56 97 
 30 74 92 
 31 36 109 
 31 50 90 
 31 62 93 
 31 78 92 
 32 34 99 
 33 70 96 
 34 74 103 
 34 76 103 
 35 77 99 
 36 40 100 
 36 49 103 
 36 78 97 
 37 74 95 
 37 79 107 
 38 42 99 
 38 53 108 
 38 63 101 
 38 77 108 
 39 72 96 
 39 77 95 
 40 78 102 
 41 71 102 
 41 72 103 
 42 64 97 
 42 67 97 
 44 45 99 
 45 77 93 
 46 60 109 
 47 53 103 
 47 57 99 
 47 69 100 
 48 68 97 
 49 56 99 
 49 59 91 
 50 73 107 
 51 55 105 
 52 64 95 
 52 71 97 
 52 75 93 
 53 72 105 
 54 79 99 
 55 74 99 
 57 80 93 
 58 63 99 
 59 67 100 
 60 74 104 
 61 64 93 
 61 72 101 
 62 65 102 
 62 71 99 
 62 77 103 
 63 69 97 
 67 79 98 
 68 69 101 
 68 74 108 
 69 76 97 
 69 79 105 
 71 72 96 
 72 74 99 
 72 76 100 
 72 80 93 
 75 78 96 
 20 
 1 2 3 4 5 6 
 7 8 9 10 11 12 
 13 14 15 16 17 18 
 19 20 
 80 160 
 1 6 297 
 1 9 306 
 1 13 300 
 1 54 194 
 1 57 200 
 1 62 201 
 1 66 202 
 1 70 185 
 1 76 200 
 1 78 200 
 2 33 196 
 2 38 199 
 2 44 200 
 2 63 206 
 2 71 197 
 3 65 197 
 3 67 195 
 4 23 199 
 4 43 199 
 4 67 207 
 5 7 308 
 5 10 291 
 5 29 209 
 5 31 205 
 5 74 204 
 6 34 200 
 6 37 196 
 6 41 201 
 6 47 191 
 6 48 198 
 6 79 200 
 7 47 192 
 7 50 205 
 7 52 198 
 8 38 199 
 8 43 204 
 8 70 196 
 9 24 200 
 9 25 200 
 9 29 204 
 9 41 206 
 10 22 203 
 10 39 202 
 10 71 196 
 10 77 198 
 11 31 204 
 11 73 201 
 12 13 304 
 12 28 203 
 12 41 196 
 12 56 203 
 12 61 204 
 13 23 195 
 14 19 293 
 14 70 204 
 14 79 203 
 15 16 302 
 15 21 197 
 15 69 206 
 15 72 204 
 15 74 202 
 16 39 197 
 17 22 197 
 17 36 201 
 17 43 196 
 17 48 193 
 17 55 200 
 17 58 202 
 17 61 196 
 18 43 205 
 18 66 213 
 18 75 197 
 19 24 193 
 19 39 200 
 19 42 205 
 19 50 195 
 19 53 206 
 19 61 196 
 20 26 205 
 20 34 204 
 20 47 194 
 21 25 100 
 21 40 102 
 21 51 110 
 21 54 98 
 21 66 97 
 22 38 97 
 23 40 105 
 23 49 97 
 23 58 98 
 25 26 106 
 25 53 92 
 25 61 103 
 26 47 98 
 27 38 103 
 27 48 103 
 27 79 91 
 27 80 101 
 28 40 96 
 28 44 100 
 28 66 93 
 29 33 105 
 29 34 102 
 29 43 97 
 29 60 91 
 29 67 99 
 30 55 96 
 31 41 104 
 31 44 107 
 32 55 99 
 32 77 93 
 32 79 100 
 33 40 97 
 34 74 100 
 35 38 92 
 35 39 99 
 35 71 102 
 36 70 97 
 37 50 112 
 37 54 104 
 37 59 100 
 38 66 104 
 38 74 101 
 39 66 101 
 39 74 105 
 39 79 98 
 40 64 106 
 42 58 98 
 42 75 96 
 44 49 105 
 44 57 99 
 44 58 96 
 45 53 98 
 45 55 93 
 46 62 92 
 48 52 96 
 48 67 94 
 49 75 99 
 49 78 105 
 50 54 110 
 50 59 95 
 51 52 99 
 51 60 107 
 52 61 110 
 54 56 97 
 54 59 95 
 55 69 97 
